alert_id,sent_utc,fips,state_fips,msg_type
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48057,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48193,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48223,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48221,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48175,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48255,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48157,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48299,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48067,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48209,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48245,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48021,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48035,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48363,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48149,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48159,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48423,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48499,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48407,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48199,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48267,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48161,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48405,48,Alert
